source,keyword,title,price_raw,url,image,normalized_name
lazada,vi,"Vi derm Dark Spot Lifting Serum 50ml - Tinh chất làm mờ thâm nám và đều màu da, chống lão hóa chuyên sâu",3.900.000 ₫,https://www.lazada.vn/products/pdp-i2388652699.html,https://img.lazcdn.com/g/p/bfecfb8667c6c94e708a4e517a4c201d.jpg_200x200q80.jpg,vi derm dark spot lifting serum 50ml tinh chat lam mo tham nam va eu mau da chong lao hoa chuyen sau
lazada,vi,"Kem Nám, Sáng Da VI Derm Skin Lightening Complex 4% Rx 50ml Viderm",3.410.000 ₫,https://www.lazada.vn/products/pdp-i2641976893.html,https://img.lazcdn.com/g/p/21a9d01ce2fca5f707d168eb08eb1419.png_200x200q80.png,kem nam sang da vi derm skin lightening complex 4 rx 50ml viderm
lazada,vi,[HCM]Men Vi Sinh Ybio DHG hộp 24 gói,60.000 ₫,https://www.lazada.vn/products/pdp-i1468602404.html,https://img.lazcdn.com/g/ff/kf/Sa4c8bc5d4b814a828eb1f397ba3c702fY.jpg_200x200q80.jpg,hcm men vi sinh ybio dhg hop 24 goi
lazada,vi,Vi tảo thay da sinh học QSCELL mẫu mới nhất số 1 tại Hàn chính hãng công ty,950.000 ₫,https://www.lazada.vn/products/pdp-i1660019380.html,https://img.lazcdn.com/g/ff/kf/S12069da6d8ee401492db88c8ec03064aX.jpg_200x200q80.jpg,vi tao thay da sinh hoc qscell mau moi nhat so 1 tai han chinh hang cong ty
lazada,vi,Vi Kim Tảo Biển ULTRAV Hàn Quốc - SPA88,385.000 ₫,https://www.lazada.vn/products/pdp-i2335428466.html,https://img.lazcdn.com/g/p/c3d55a50f0cb4f23d2d8b10d47d1ca64.jpg_200x200q80.jpg,vi kim tao bien ultrav han quoc spa88
lazada,vi,"Kem Vi Gai Retinol RX Micro Spicule Anodin 15ml - Giúp Dưỡng Sáng, Căng Bóng Da",409.000 ₫,https://www.lazada.vn/products/pdp-i3269180004.html,https://img.lazcdn.com/g/p/68f735596408492e5c4bedb011a959de.png_200x200q80.png,kem vi gai retinol rx micro spicule anodin 15ml giup duong sang cang bong da
lazada,vi,"Serum Vi tảo Biển SNOW GIRL 50ml Thái Lan Dưỡng Ẩm , Chống Lão Hóa , Mờ Thâm Nám , Tàn Nhang , Trắng Sáng Da , Khử Mụn Hiệu Quả",83.000 ₫,https://www.lazada.vn/products/pdp-i2015343598.html,https://img.lazcdn.com/g/p/77b5810d50cfe567b21b82bea744d873.jpg_200x200q80.jpg,serum vi tao bien snow girl 50ml thai lan duong am chong lao hoa mo tham nam tan nhang trang sang da khu mun hieu qua
lazada,vi,[FreeshipMAX] Serum Vi Kim Tẩy Da Chết Tái Tạo Da VT Reedle Shot 300,995.000 ₫,https://www.lazada.vn/products/pdp-i2562638622.html,https://img.lazcdn.com/g/ff/kf/Sfa4f77b431f044dfb3b8a5023646bdcdL.jpg_200x200q80.jpg,freeshipmax serum vi kim tay da chet tai tao da vt reedle shot 300
lazada,vi,[Date 11/2026] Kem Chống Nắng Phổ Rộng Bảo Vệ Da Toàn Diện VI DERM SPF 50 Broad Spectrum Sunscreen 59ml Viderm,950.000 ₫,https://www.lazada.vn/products/pdp-i2642045538.html,https://img.lazcdn.com/g/p/e4ef8ca413ab7524754d2d366f349720.jpg_200x200q80.jpg,date 11 2026 kem chong nang pho rong bao ve da toan dien vi derm spf 50 broad spectrum sunscreen 59ml viderm
lazada,vi,"Viên uống vitamin A D bổ sung vitamin, giảm nguy cơ khô mắt, mỏi mắt, còi xương, hỗ trợ đẹp da hộp 100 viên  vi",59.000 ₫,https://www.lazada.vn/products/pdp-i2538888836.html,https://img.lazcdn.com/g/p/f576cdc0742af1424359036b37d1caa3.png_200x200q80.png,vien uong vitamin a d bo sung vitamin giam nguy co kho mat moi mat coi xuong ho tro ep da hop 100 vien vi
lazada,vi,[Chính hãng] Hộp Vi kim tảo biển Ultra V Premium Peeling 12 lọ nhập khẩu Hàn Quốc,1.699.000 ₫,https://www.lazada.vn/products/pdp-i2422961255.html,https://img.lazcdn.com/g/ff/kf/S04272205cfb6458e87efa900ecaa3f73b.jpg_200x200q80.jpg,chinh hang hop vi kim tao bien ultra v premium peeling 12 lo nhap khau han quoc
lazada,vi,Kem Chống Nắng VI DERM SPF 50 Daily UV Defense Broad Spectrum Sunscreen (chai 59ml),1.490.000 ₫,https://www.lazada.vn/products/pdp-i3273933317.html,https://img.lazcdn.com/g/p/3d9c47f48b204572d56d2ff85f07e612.png_200x200q80.png,kem chong nang vi derm spf 50 daily uv defense broad spectrum sunscreen chai 59ml
lazada,vi,[CHÍNH HÃNG] Bộ Vi Tảo Dưỡng & Tái Tạo Da Derma Deep Cell 72hr Cell Renewal Hàn Quốc.,700.000 ₫,https://www.lazada.vn/products/pdp-i1907579055.html,https://img.lazcdn.com/g/p/af73e5e591888722fe77abbc6e1211ba.jpg_200x200q80.jpg,chinh hang bo vi tao duong tai tao da derma deep cell 72hr cell renewal han quoc
lazada,vi,"Serum Vi tảo Biển SNOW GIRL 50ml Thái Lan Dưỡng Ẩm , Chống Lão Hóa , Mờ Thâm Nám , Tàn Nhang , Trắng Sáng Da , Khử Mụn Hiệu Quả",83.000 ₫,https://www.lazada.vn/products/pdp-i2017407200.html,https://img.lazcdn.com/g/p/72b55c35186ef71876230a76b84c993e.jpg_200x200q80.jpg,serum vi tao bien snow girl 50ml thai lan duong am chong lao hoa mo tham nam tan nhang trang sang da khu mun hieu qua
lazada,vi,"Tinh Chất Vi Kim Tái Tạo, Căng Bóng Da VT Reedle Shot - 50ml",484.000 ₫,https://www.lazada.vn/products/pdp-i3075641943.html,https://img.lazcdn.com/g/p/e460974c025e2fb30dc2a2eedd4fdd9f.png_200x200q80.png,tinh chat vi kim tai tao cang bong da vt reedle shot 50ml
lazada,vi,Vi kim tảo biển nano peel. Vi tảo biển ultra V,1.151.000 ₫,https://www.lazada.vn/products/pdp-i1761063284.html,https://img.lazcdn.com/g/p/47530a0290df1094e6a9d7e924243fb3.jpg_200x200q80.jpg,vi kim tao bien nano peel vi tao bien ultra v
lazada,vi,Kem Chống Nắng VI Derm SPF 50 Daily UV Defense Broad Spectrum Sunscreen 59ml,1.490.000 ₫,https://www.lazada.vn/products/pdp-i3273738595.html,https://img.lazcdn.com/g/p/f4b3e097b6d60732399179e0c382143b.png_200x200q80.png,kem chong nang vi derm spf 50 daily uv defense broad spectrum sunscreen 59ml
lazada,ví,"Ví Ngắn Nam Nữ Giá Rẻ Nhiều Ngăn Nhỏ Gọn Bỏ Túi Dễ Thương, Ví Bóp Da Mini Nữ Ngắn Cầm Tay Thời Trang Hàn Quốc Cao Cấp",9.800 ₫,https://www.lazada.vn/products/pdp-i2491584690.html,https://img.lazcdn.com/g/ff/kf/Sdf4cf632f2184710a77bf6a276f479b0V.jpg,vi ngan nam nu gia re nhieu ngan nho gon bo tui de thuong vi bop da mini nu ngan cam tay thoi trang han quoc cao cap
lazada,ví,New Fashion Letter Hair Ball Decor Long Wallet Coin Pocket Long Wallet Bifold Women's Wallet with Multi Card Slot Women's Fashion PU Wallet Bags and Travel,22.700 ₫,https://www.lazada.vn/products/pdp-i2511411510.html,https://img.lazcdn.com/g/ff/kf/S69bf42209efc49d59a36efaf59ef3a41h.jpg,new fashion letter hair ball decor long wallet coin pocket long wallet bifold women s wallet with multi card slot women s fashion pu wallet bags and travel
lazada,ví,"Ví Mini Cho Nữ Hàn Quốc Nhiều Màu – Thiết Kế Khóa Kéo Gọn Nhẹ, Phong Cách Trẻ Trung Dành Cho Mọi Lứa Tuổi",15.000 ₫,https://www.lazada.vn/products/pdp-i2509923097.html,https://img.lazcdn.com/g/p/8e990fb14878568d9613053dc9ca2ed1.jpg,vi mini cho nu han quoc nhieu mau thiet ke khoa keo gon nhe phong cach tre trung danh cho moi lua tuoi
lazada,ví,"Ví da đựng đăng kiểm, giấy tờ ô tô cao cấp - Bóp đựng giấy tờ xe hơi có logo các dòng xe",17.325 ₫,https://www.lazada.vn/products/pdp-i1242532932.html,https://img.lazcdn.com/g/p/540e561247602ffb1d1974dc470dff99.png,vi da ung ang kiem giay to o to cao cap bop ung giay to xe hoi co logo cac dong xe
lazada,ví,"Ví Đựng Thẻ Bằng Thép Không Gỉ, An Toàn Với Công Nghệ Chống Đánh Cắp RFID, Nhiều Ngăn Tiện Dụng Cho Mọi Đối Tượng Sử Dụng",24.800 ₫,https://www.lazada.vn/products/pdp-i3159233447.html,https://img.lazcdn.com/g/p/52168df3e16de8baad58c6def670632a.jpg,vi ung the bang thep khong gi an toan voi cong nghe chong anh cap rfid nhieu ngan tien dung cho moi oi tuong su dung
lazada,ví,Ví Ngắn Nam Mini Form Đứng Nhiều Ngăn Đựng Thẻ 626 Sang Chảnh,55.000 ₫,https://www.lazada.vn/products/pdp-i2446343889.html,https://img.lazcdn.com/g/p/3daf4df3d797d5eba8c79158916284a8.jpg,vi ngan nam mini form ung nhieu ngan ung the 626 sang chanh
lazada,ví,Vintage người đàn ông Ví chất liệu Da PU Ví ngắn người đàn ông Ví cầm tay chốt cài khóa kéo màu trơn Ví Chất lượng cao bền thuận tiện Ví,60.000 ₫,https://www.lazada.vn/products/pdp-i2649976525.html,https://img.lazcdn.com/g/p/cc80e8c4b0eebeb92d0ce4d3d95ac4f1.jpg,vintage nguoi an ong vi chat lieu da pu vi ngan nguoi an ong vi cam tay chot cai khoa keo mau tron vi chat luong cao ben thuan tien vi
lazada,ví,Ví nam mới vintlook ví thường ngày Phong Cách nhiều khe cắm thẻ ngắn chàng trai trẻ mỏng gấp ba ví da mềm ngang,20.000 ₫,https://www.lazada.vn/products/pdp-i3022277449.html,https://img.lazcdn.com/g/p/6a4655093e7bb5350fb0daeb1da217de.jpg,vi nam moi vintlook vi thuong ngay phong cach nhieu khe cam the ngan chang trai tre mong gap ba vi da mem ngang
lazada,ví,"Ví đựng giấy tờ xe ô tô, giấy đăng kiểm V06Si - Nâu",57.000 ₫,https://www.lazada.vn/products/pdp-i465598883.html,https://img.lazcdn.com/g/p/2343a61263cd1ebae977105fe7f0028d.jpg,vi ung giay to xe o to giay ang kiem v06si nau
lazada,ví,ARCTIC HUNTER bóp nam ví nam ví nam nhỏ gọn đẹp ví da đứng nam ví da túi đeo nam mẫu mới Túi Nam Nam Ví thời trang nam Ví ngắn mẫu hình độc đáo thiết kế thanh lịch,26.000 ₫,https://www.lazada.vn/products/pdp-i3073296534.html,https://img.lazcdn.com/g/p/26db3b762ed78ba13526f6fb142520ce.png,arctic hunter bop nam vi nam vi nam nho gon ep vi da ung nam vi da tui eo nam mau moi tui nam nam vi thoi trang nam vi ngan mau hinh oc ao thiet ke thanh lich
lazada,ví,"Ví Nhỏ Da PU Pure Lover – Ví Đựng Thẻ, Ví Đựng Tiền Xu, Ví Kẹp Thẻ Nam",16.900 ₫,https://www.lazada.vn/products/pdp-i2544597157.html,https://img.lazcdn.com/g/ff/kf/Sdf2f0f9980ce4ebabe6cf09500c8667cY.jpg,vi nho da pu pure lover vi ung the vi ung tien xu vi kep the nam
lazada,ví,Ví đựng giấy tờ đăng kiểm xe ô tô JEEP BULUO bóp cầm tay da XỊN kiểu dáng thời trang đẳng cấp,59.000 ₫,https://www.lazada.vn/products/pdp-i1780478746.html,https://img.lazcdn.com/g/p/52818ea3848741621bebefa4b2297284.jpg,vi ung giay to ang kiem xe o to jeep buluo bop cam tay da xin kieu dang thoi trang ang cap
lazada,ví,Ví dễ thương hốc hồng cho bé gái-nhỏ gọn và thiết kế có thể gập lại,33.000 ₫,https://www.lazada.vn/products/pdp-i3169447549.html,https://img.lazcdn.com/g/p/584ac1ac89e58734435183a39bb52aa8.png,vi de thuong hoc hong cho be gai nho gon va thiet ke co the gap lai
lazada,ví,Ví nam da mềm cao cấp kiểu dáng hàn quốc VN04,50.700 ₫,https://www.lazada.vn/products/pdp-i2653451506.html,https://img.lazcdn.com/g/p/d8cccae7cf77658ce603e532d592da29.jpg,vi nam da mem cao cap kieu dang han quoc vn04
lazada,ví,Ví nữ khắc tên dáng vuông tua rua - bóp khắc chữ - ví cầm tay - ví gấp - quà tặng sinh nhật ý nghĩa- quà tặng cô giáo ngày 20-11 ý nghĩa,28.000 ₫,https://www.lazada.vn/products/pdp-i912804448.html,https://img.lazcdn.com/g/p/3b3cd9407d90d006816048352f893d68.png,vi nu khac ten dang vuong tua rua bop khac chu vi cam tay vi gap qua tang sinh nhat y nghia qua tang co giao ngay 20 11 y nghia
lazada,ví,JIFANPAUL | Ví Nam Thời Trang Retro Dây Kéo Dung Lượng Lớn,77.000 ₫,https://www.lazada.vn/products/pdp-i3194936263.html,https://img.lazcdn.com/g/ff/kf/S4bc165896e684fe681cf9431a94bae84R.jpg,jifanpaul vi nam thoi trang retro day keo dung luong lon
lazada,ví,Ví da đựng giấy tờ ô tô - giấy tờ đăng kiểm (Toyota),27.000 ₫,https://www.lazada.vn/products/pdp-i456324346.html,https://img.lazcdn.com/g/p/5fbc050823995986b3e96660a268e613.jpg,vi da ung giay to o to giay to ang kiem toyota
lazada,ví,"Ví da đựng đăng kiểm, giấy tờ ô tô cao cấp - Bóp đựng giấy tờ dùng cho xe hơi, ô tô có logo các dòng xe",23.900 ₫,https://www.lazada.vn/products/pdp-i2678221545.html,https://img.lazcdn.com/g/p/4bd068e215f52c77a8bd3763f03d1281.png,vi da ung ang kiem giay to o to cao cap bop ung giay to dung cho xe hoi o to co logo cac dong xe
lazada,ví,"⚡ Siều Bền ⚡ Ví Đựng Thẻ Ngân Hàng, Bóp Đựng Thẻ ATM, Ví Đựng Card visit 24 Ngăn Cầm Tay Tiện Ích (nhiều màu) ⚡",8.000 ₫,https://www.lazada.vn/products/pdp-i1053458135.html,https://img.lazcdn.com/g/p/c241e0ef41d2b98a57622668bfcb5838.jpg,sieu ben vi ung the ngan hang bop ung the atm vi ung card visit 24 ngan cam tay tien ich nhieu mau
lazada,ví,[ví] Ví da nam sang trọng dáng đứng dáng ngang bóp da PU nam đựng tiền đựng thể có 6 ngăn tiện dụng - Shin Shop - Thanh Yến SHop,14.000 ₫,https://www.lazada.vn/products/pdp-i1740793374.html,https://img.lazcdn.com/g/p/e37c01efc4ae80f4cfb57e4236b027f3.jpg,vi vi da nam sang trong dang ung dang ngang bop da pu nam ung tien ung the co 6 ngan tien dung shin shop thanh yen shop
lazada,ví,Ví lạnh SafePal S1 chính hãng - Đại lý ủy quyền,1.690.000 ₫,https://www.lazada.vn/products/pdp-i2187171337.html,https://img.lazcdn.com/g/p/910f0c55d3621fa60e6429fb7a436d12.jpg,vi lanh safepal s1 chinh hang ai ly uy quyen
lazada,ví,"VÍ DA ĐỰNG ĐĂNG KIỂM, GIẤY TỜ Ô TÔ CAO CẤP",22.000 ₫,https://www.lazada.vn/products/pdp-i1439663370.html,https://img.lazcdn.com/g/p/731796f8aee3757802e97eb6e875a1b1.png,vi da ung ang kiem giay to o to cao cap
lazada,ví,Ví da PU đựng giấy đăng kiểm ô tô V06PU,80.000 ₫,https://www.lazada.vn/products/pdp-i278740116.html,https://img.lazcdn.com/g/p/4fd861ecc44afc785b6df779a286c0e6.jpg,vi da pu ung giay ang kiem o to v06pu
lazada,ví,"Ví nữ da PU, phong cách hàn quốc kèm dây tua rua, nhiều ngăn, chất da mềm mại",16.900 ₫,https://www.lazada.vn/products/pdp-i2544428463.html,https://img.lazcdn.com/g/p/f3e2758154060f095293a5bb25c8f067.jpg,vi nu da pu phong cach han quoc kem day tua rua nhieu ngan chat da mem mai
lazada,ví,Ví lạnh Trezor One chính hãng - Đại lý ủy quyền Trezor,1.690.000 ₫,https://www.lazada.vn/products/pdp-i1317135840.html,https://img.lazcdn.com/g/p/cbef70849bd397d2b541160cbaf8e217.jpg,vi lanh trezor one chinh hang ai ly uy quyen trezor
lazada,ví,Movi Katie ví da đơn giản thời trang đầy màu sắc Ví Đựng Thẻ thiết kế,54.000 ₫,https://www.lazada.vn/products/pdp-i3099725467.html,https://img.lazcdn.com/g/p/b8cf010f5ee4f79c177804f5499eff11.png,movi katie vi da on gian thoi trang ay mau sac vi ung the thiet ke
lazada,ví,(20 hãng xe ) Ví Da Đựng Hồ Sơ Đăng Kiểm - Giấy Tờ Xe Ô Tô Đủ Các Hãng Xe - Mộc Lan xưởng may ví da ô tô,35.000 ₫,https://www.lazada.vn/products/pdp-i516026900.html,https://img.lazcdn.com/g/p/7ce79dae0593ca817ed346767ea325ce.png,20 hang xe vi da ung ho so ang kiem giay to xe o to u cac hang xe moc lan xuong may vi da o to
lazada,ví,ZTOYL Ba Lần Ngắn Clip Ví Phụ Nữ Ví Ngắn Đa Thẻ Túi Mini Pouch Thời Trang Nữ Ví Thẻ Tín Dụng Phụ Nữ Đồng Xu Ví,15.371 ₫,https://www.lazada.vn/products/pdp-i2955537412.html,https://img.lazcdn.com/g/p/5b4b5649e6c5f2891d6de0697f6e8a07.jpg,ztoyl ba lan ngan clip vi phu nu vi ngan a the tui mini pouch thoi trang nu vi the tin dung phu nu ong xu vi
lazada,ví,Học sinh thay đổi túi Ví ngắn phụ nữ mới chó con buổi chiều trà đồ đựng thẻ và chứng minh thư dung tích lớn thẻ ngân hàng Ví đựng thẻ,28.000 ₫,https://www.lazada.vn/products/pdp-i3065414194.html,https://img.lazcdn.com/g/p/6844f78c1e0888dea9250c4ddb5967ac.png,hoc sinh thay oi tui vi ngan phu nu moi cho con buoi chieu tra o ung the va chung minh thu dung tich lon the ngan hang vi ung the
lazada,ví,"Ví da cao cấp đựng giấy tờ cho ô tô xe hơi oto in logo theo các hãng xe Toyota,kia,mazda,honda,hyunda",21.200 ₫,https://www.lazada.vn/products/pdp-i2329664293.html,https://img.lazcdn.com/g/p/b824110a0f0cdda7f62dbb2622ec4406.png,vi da cao cap ung giay to cho o to xe hoi oto in logo theo cac hang xe toyota kia mazda honda hyunda
lazada,ví,Ví Da Mềm Thời Trang Cho Nam Ví Đựng Nhiều Thẻ Ví Đựng Vé Ngang Cho Học Sinh Ví Da PU Có Khóa Kéo Ví Da PU Có Nhiều Ngăn,50.600 ₫,https://www.lazada.vn/products/pdp-i2991696143.html,https://img.lazcdn.com/g/ff/kf/S908e904a604c4bacb077b683733a1b5ba.jpg,vi da mem thoi trang cho nam vi ung nhieu the vi ung ve ngang cho hoc sinh vi da pu co khoa keo vi da pu co nhieu ngan
lazada,ví,Ví đựng giấy tờ ô tô đăng kiểm in logo hãng,24.000 ₫,https://www.lazada.vn/products/pdp-i438986352.html,https://img.lazcdn.com/g/p/7ad951d1147e2800e5c15b73e4ed2aae.png,vi ung giay to o to ang kiem in logo hang
lazada,ví,"Ví da đựng giấy tờ xe ô tô logo hãng xe Toyota, Hyundai, Honda, Ford, Mazda, Kia, Mercedes, Vinfast, Mazda, Mitsubishi, Nissan, Peugeot, Suzuki, Lexus, Chevrolet túi ví đựng giấy tờ đăng kiểm xe ôtô, bóp chứa giấy phép lái xe oto, xe hơi",28.700 ₫,https://www.lazada.vn/products/pdp-i2357905429.html,https://img.lazcdn.com/g/p/ca43b85713eda7d3837056ac1d03b902.png,vi da ung giay to xe o to logo hang xe toyota hyundai honda ford mazda kia mercedes vinfast mazda mitsubishi nissan peugeot suzuki lexus chevrolet tui vi ung giay to ang kiem xe oto bop chua giay phep lai xe oto xe hoi
lazada,ví,Ví da đựng giấy tờ ô tô - giấy tờ đăng kiểm (Ví Trơn),27.000 ₫,https://www.lazada.vn/products/pdp-i456356146.html,https://img.lazcdn.com/g/p/5fbc050823995986b3e96660a268e613.jpg,vi da ung giay to o to giay to ang kiem vi tron
lazada,ví,Ví nữ mini ngắn nhiều ngăn cầm tay nhỏ gọn bỏ túi đẹp hàng quảng châu cao cấp full box VN111 (10,89.000 ₫,https://www.lazada.vn/products/pdp-i2179081684.html,https://img.lazcdn.com/g/p/ea36f6fa4027558d5ffa43400e88bc71.png,vi nu mini ngan nhieu ngan cam tay nho gon bo tui ep hang quang chau cao cap full box vn111 10
lazada,ví,"Ví Da Đựng Giấy Tờ, Đăng Kiểm Ô Tô, Xe Hơi Có Logo Các Hãng Xe Cao Cấp",17.000 ₫,https://www.lazada.vn/products/pdp-i2494541949.html,https://img.lazcdn.com/g/p/83d51051bfe43b74a12036a1c13daef5.png,vi da ung giay to ang kiem o to xe hoi co logo cac hang xe cao cap
lazada,ví,"Ví Đeo Chéo EDC Ngoài Trời Bằng Da Cho Dụng Cụ Cắm Trại, Vật Dụng Sinh Tồn, Đeo Quanh Eo, Đeo Quanh Hông, Đeo Quanh Vai",112.240 ₫,https://www.lazada.vn/products/pdp-i3162177960.html,https://img.lazcdn.com/g/ff/kf/S122ddccd55e84f149f02e5c13f1b28b5T.jpg,vi eo cheo edc ngoai troi bang da cho dung cu cam trai vat dung sinh ton eo quanh eo eo quanh hong eo quanh vai
lazada,ví,Ví Da Đựng Giấy Tờ Đăng Kiểm Xe  Logo Vinfast,22.000 ₫,https://www.lazada.vn/products/pdp-i760770278.html,https://img.lazcdn.com/g/p/95e2207ed698b22969d1d854f51db477.jpg,vi da ung giay to ang kiem xe logo vinfast
lazada,ví,Ví da đựng giấy tờ xe ô tô theo hãng xe,64.350 ₫,https://www.lazada.vn/products/pdp-i3068815231.html,https://img.lazcdn.com/g/p/8d341dc4bdb1c93d3e2e941dabb579c1.jpg,vi da ung giay to xe o to theo hang xe
lazada,ví,Ví nữ mini cầm tay FADODA FVN02,49.000 ₫,https://www.lazada.vn/products/pdp-i2082777221.html,https://img.lazcdn.com/g/p/ddcced1b39d72233f479134847eb7c9d.jpg,vi nu mini cam tay fadoda fvn02
